X,Y,OBJECTID,ID,EXTERNO,DIRECCION,LOCALIDAD,EQUIPO,NUMEROINTERSECCIONES_POREQUIPO,UBICACIONEQUIPO,FECHAINSTALACION,OPERACIONACTUAL,FUNCIONAMIENTO,IMPLEMENTACION,TIPOINTERSECCION,GRUPOSENALES,TOTALGRUPOSENALES,NUMEROFASES,GRUPOSVEHICULARES,GRUPOS_BRT,GRUPOSPEATONALES,GRUPOSSONOROS,GRUPOSCICLISTAS,CANTIDADCONTADORES,FUNCIONDETECTORES,ZONAAUTOMATICA
-74.0313369,4.76019789200001,87,1375,1044,KR 9 X AC 183,USAQUEN,C900,SENCILLA,SI,2017/11/17 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,3,4,13,14",N/A,"21,22,23,24,31,32","721, 722, 723, 724, 731, 732 (Desconectados)",NO,0,Activación de sonoro,1208
-74.09560132,4.71515750999998,88,1757,1045,KR 91 X CL 97,ENGATIVA,C900,SENCILLA,SI,2022/08/24 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",13,13,3,"1,12,2,3,11",N/A,"21,22,23",N/A,"42,411",0,Activación de sonoro,1138
-74.05788709,4.66204592399998,89,169,1046,KR 13 X CL 76,CHAPINERO,ACTROS,DOBLE,SI,1994/11/13 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",11,19,3,"1,2,4",N/A,"21,22,24,34","721, 722, 724, 734",NO,0,Activación de sonoro,1913
-74.05860483,4.66250697700002,90,176,1046,KR 14 X CL 76,CHAPINERO,NO,DOBLE,NO,1994/11/13 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,19,3,"1A,14",N/A,"21A,31A,214,314","721A,7314",NO,0,Activación de sonoro,1913
-74.06107621,4.66406803699999,91,207,1047,AK 20 X CL 76,BARRIOS UNIDOS,C900,DOBLE,SI,1993/07/07 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,17,2,"1A,4,12A","1B,12B","24,31,34,212",N/A,NO,0,Desconectados,1913
-74.0614779,4.661803969,92,214,1047,AK 20 X CL 74,BARRIOS UNIDOS,NO,DOBLE,NO,1993/07/07 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,17,2,"2A,3, 11A","2B,11B","23,32,211",N/A,NO,0,Desconectados,1913
-74.0618988,4.65939010099999,93,219,1049,AK 20 X AC 72,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,2025/02/16 00:00:00+00,PMT,BT-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",4,4,2,N/A,"1B,2B","21,22",N/A,NO,0,N/A,1913
-74.06300182,4.65261565499998,94,239,1050,KR 13 X CL 66,CHAPINERO,C900,SENCILLA,SI,1988/06/30 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"1,3",N/A,"21,23",722,NO,0,Activación de sonoro,1913
-74.06303257,4.67232461899999,95,1654,1051,AK 24 X CL 84,BARRIOS UNIDOS,C900,SENCILLA,SI,2019/11/06 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",9,9,3,"1,2,93,102",N/A,"21,22,293",N/A,"41, 42 Cerrados",0,"Brechas, Fases por demanda vehicular",1914
-74.105915,4.71469500000001,96,1771,1053,KR 95G X CL 86,ENGATIVA,C900,SENCILLA,SI,2025/04/08 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"1,3,4",N/A,"21,23,24",N/A,NO,0,"Brechas, Fases por demanda vehicular, Fases por demanda peatonal",1114
-74.0713406,4.71909138000001,97,1658,1055,KR 59 X CL 129,SUBA,C900,SENCILLA,SI,2020/11/04 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,4,"1,3,4,7",N/A,"21,23,24","721, 723, 724",NO,0,"Brechas, Fases por demanda peatonal sonoro",1125
-74.06008597,4.64978508000002,98,1660,1057,KR 8 X CL 65,CHAPINERO,C900,SENCILLA,SI,2021/03/15 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"2,3",N/A,"22,23,32,33",N/A,NO,0,"Conteo, Brechas, Fases por demanda peatonal",1909
-74.06967903,4.68703367000001,99,1775,1058,KR 64 X CL 97,BARRIOS UNIDOS,NO,DOBLE,NO,2023/05/23 00:00:00+00,NORMAL,BT-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",6,12,4,"1,13,92",N/A,"21,213,292",N/A,NO,0,N/A,1133
-74.06916506,4.68677668800001,100,1776,1058,KR 63 X CL 97,BARRIOS UNIDOS,C900,DOBLE,SI,2023/05/23 00:00:00+00,NORMAL,BT-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",6,12,3,"1A,2,3",N/A,"21A,22,23",N/A,NO,0,N/A,1133
-74.065308,4.65198548199999,101,1665,1060,KR 15 X CL 64,BARRIOS UNIDOS,C900,SENCILLA,SI,2021/02/19 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,12,4,"1,4",N/A,"21,24,31,34","721, 724, 731, 734","43, 44",0,"Brechas, Fases por demanda peatonal sonoro",1913
-74.03678719,4.72173793600001,102,1657,1061,KR 12 X CL 142,USAQUEN,C900,SENCILLA,SI,2021/03/17 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,5,"1,2,3,4",N/A,"21,22,23,24",N/A,NO,0,"Conteo, Brechas",1203
-74.06571722,4.68551081499999,103,1777,1062,KR 60 X CL 97,BARRIOS UNIDOS,C900,SENCILLA,SI,2023/05/23 00:00:00+00,PMT,BT-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",7,7,4,"1,2,3",N/A,"21,22,22A,33",N/A,NO,0,N/A,1133
-74.113555,4.71019699999999,104,1783,1063,KR 101 X CL 78A,ENGATIVA,C900,SENCILLA,SI,2024/10/31 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"1,3,4",N/A,"21,23,24",N/A,NO,0,N/A,1136
-74.03967111,4.73479385500002,105,1676,1064,AK 15 X AC 153,USAQUEN,C900,SENCILLA,SI,2020/04/21 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,3,"1,3,4,5,6,13,14",N/A,"21,24,213","721, 724, 7213",NO,0,N/A,1201
-74.03694901,4.73347737099999,106,1677,1065,KR 14 X AC 153,USAQUEN,C900,SENCILLA,SI,2020/04/21 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,EXCLUSIVA PEATONAL,4,4,2,"3,4",N/A,"23,24","723, 724",NO,0,N/A,1201
-74.045082,4.74386900000002,107,1786,1066,KR 21 X CL 163A,USAQUEN,C900,SENCILLA,SI,2024/12/17 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,5,2,"1,4",N/A,"21,24,34",N/A,NO,0,N/A,1207
-74.10289495,4.69349534499997,108,1673,1067,KR 81A X AC 72,ENGATIVA,C900,SENCILLA,SI,2021/03/20 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",11,11,4,"1,2,3,4,5",N/A,"21,22,23,24,33,34",N/A,NO,0,Cola - Siguiente Intersección,1308
-74.0605237,4.649092467,109,200,1102,KR 8 X CL 64,CHAPINERO,C900,SENCILLA,SI,2000/07/21 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"2,4",N/A,"22,24",723,NO,0,"Brechas, Activación de sonoro",1909
-74.062567,4.65032764900002,110,227,1103,AK 11 X CL 64,CHAPINERO,NO,DOBLE,NO,1998/03/04 00:00:00+00,PMT,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,13,3,"4,91",N/A,"24,34,291",N/A,"41,42",0,"Conteo, Brechas",1913
-74.0633049,4.65077191,111,241,1103,KR 13 X CL 64,CHAPINERO,C900,DOBLE,SI,1998/03/04 00:00:00+00,PMT,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,13,2,"1,14",N/A,"21,214",N/A,"43,44",0,"Conteo, Brechas",1913
-74.06054683,4.65219218999999,112,199,1104,KR 10 X CL 67,CHAPINERO,C900,SENCILLA,SI,1998/02/27 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"2,4",N/A,"22,24",N/A,NO,0,N/A,1910
-74.05920325,4.65263338699998,113,182,1105,KR 9 X CL 69,CHAPINERO,C900,SENCILLA,SI,1998/03/04 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"2,3",N/A,"22,23",N/A,NO,0,N/A,1910
-74.05792134,4.654603683,114,170,1106,KR 9 X CL 70A,CHAPINERO,C900,DOBLE,SI,1998/11/13 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,15,3,"3,12",N/A,"23,212,33,312 (Reg)",N/A,NO,8,N/A,1910
-74.05840568,4.65388220400001,115,174,1106,KR 9 X CL 70,CHAPINERO,NO,DOBLE,NO,1998/11/13 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,15,3,"2,3A,4",N/A,"22,23A,24,32,33A,34 (Reg)",N/A,NO,12,N/A,1910
-74.0562292,4.65707528199999,116,157,1107,KR 9 X CL 73,CHAPINERO,NO,DOBLE,NO,1998/01/06 00:00:00+00,PMT,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,14,2,"4A,12",N/A,"24A, 212",N/A,NO,0,N/A,1909
-74.05699138,4.65596048999998,117,165,1107,KR 9 X AC 72,CHAPINERO,C900,DOBLE,SI,1998/01/06 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,14,4,"2, 3, 4, 7",N/A,"22,23,24,32,33,34",N/A,NO,0,"Conteo, Brechas",1909
-74.05451175,4.65275894199999,118,1277,1108,KR 5 X CL 70A,CHAPINERO,ACTROS,SENCILLA,SI,2012/10/19 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"1,3,63",N/A,"21,23,31",N/A,NO,0,N/A,1909
-74.05909968,4.64924726599997,119,1479,1109,AK 7 X CL 65,CHAPINERO,C900,SENCILLA,SI,2017/01/06 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"1,2,93,2A",N/A,"21,33,293",N/A,NO,0,Conteo,1909
-74.055893,4.73303299999998,120,1841,1110,KR 54 X CL 150,SUBA,C900,SENCILLA,SI,2024/11/21 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",17,17,5,"1,2,14,2A,3,4",N/A,"21,22,214,22A,24,32A","722,722A,24,32A","41,42",0,N/A,1104
-74.055405,4.73559299999999,121,1842,1111,KR 54 X CL 152,SUBA,C900,SENCILLA,SI,2024/11/21 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",25,25,5,"1,2,3,14,2A,4,13",N/A,"21,22,23,314,22A,24,313,32A","721,722,723,7314,722A,724,7313,732A","41,42",0,N/A,1137
-74.053762,4.74627600000002,122,1843,1112,KR 54 X CL 163B,SUBA,C900,SENCILLA,SI,2024/11/29 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",14,14,5,"1,2,14,3,4",N/A,"21,22,24,394","721, 724, 7394","41,42",0,N/A,1121
-74.057436,4.67108999999999,123,1844,1113,KR 19 X AC 85,CHAPINERO,sX,SENCILLA,SI,2025/10/28 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",16,16,4,"1, 3, 4,8, 93, 94",N/A,"21,23,31,34","721, 723, 731, 734","43,44",0,N/A,1912
-74.05530815,4.66623953200002,124,1481,1114,KR 13 X CL 81,CHAPINERO,C900,DOBLE,SI,2017/04/25 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,20,3,"4,91",N/A,"24, 291","724, 7291 ","141, 944",0,Activación de sonoro,1915
-74.05493952,4.66691108999999,125,1482,1114,KR 13 X CL 82,CHAPINERO,NO,DOBLE,NO,2017/04/25 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,20,4,"1,3",N/A,"21,23,31,33","721, 723, 731, 733 ","41, 42",0,Activación de sonoro,1915
-74.05656499,4.667427535,126,159,1120,AK 15 X CL 82,CHAPINERO,NO,DOBLE,NO,1998/01/29 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,16,2,"2,3A",N/A,"22,23A",N/A,NO,0,"Conteo, Brechas",1912
-74.05390686,4.67292632200002,127,142,1121,AK 15 X CL 88,CHAPINERO,C900,SENCILLA,SI,1999/12/24 00:00:00+00,PMT,CA-TF,DEFINITIVA,"PEATONAL, CICLISTA",4,4,2,2,N/A,22 (Exc),N/A,"43,44 (Exc)",0,N/A,1904
-74.04942961,4.67088489299999,128,1421,1122,AK 11 X CL 88,CHAPINERO,ACTROS,SENCILLA,SI,2015/05/22 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"1,1A,2",N/A,"21,21A (Exc)","721,721A",NO,0,Fases por demanda peatonal sonoro,1904
-74.04469722,4.68000625600001,129,1419,1123,AK 11 X CL 97,CHAPINERO,ACTROS,SENCILLA,SI,2015/02/16 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,EXCLUSIVA PEATONAL,7,7,2,"1,1A,2",N/A,"21,21A (Exc)","721,721A",NO,0,Fases por demanda peatonal sonoro,1904
-74.058132,4.668409,130,1845,1125,KR 18 X CL 82,CHAPINERO,sX,SENCILLA,SI,2025/12/19 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,9,0,,,,,,0,,1912
-74.057612,4.66808600000002,131,1846,1126,KR 16A X CL 82,CHAPINERO,sX,SENCILLA,SI,2025/08/26 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,4,3,N/A,"21,23,31,33","721,723,733",NO,0,Activación de sonoro,1912
-74.06321857,4.66032616400003,132,240,1128,KR 20A X AC 72,BARRIOS UNIDOS,C900,SENCILLA,SI,1984/06/16 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",3,3,3,"2,3",N/A,22,N/A,NO,0,"Conteo, Brechas",1913
-74.06568639,4.65637026899998,133,276,1129,KR 17 X AC 68,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,1993/05/31 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",6,6,2,"2,4",N/A,"22,24,32",N/A,44,6,N/A,1906
-74.06680096,4.65456361600002,134,300,1130,KR 17 X CL 66,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,1983/11/11 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,7,3,"2,3",N/A,"22,23,32,33",N/A,43,0,N/A,1906
-74.06707717,4.65307541200002,135,306,1131,KR 17 X CL 64,BARRIOS UNIDOS,ACTROS,DOBLE,SI,1998/05/03 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,3,"4,12",N/A,"24,312",N/A,NO,0,N/A,1906
-74.06715139,4.65267332399998,136,309,1131,KR 17 X CL 63C,BARRIOS UNIDOS,NO,DOBLE,NO,1998/05/03 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,3,"2,3",N/A,"23,32",N/A,NO,0,N/A,1906
-74.062522,4.74127299999998,137,1851,1132,KR 58C X AC 153,SUBA,C900,SENCILLA,SI,2024/11/25 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,3,4",N/A,"21,22,23,34","721,722,723,734",NO,0,N/A,1104
-74.037854,4.77882899999997,138,1860,1133,AK 18 X AC 200,USAQUEN,sX,SENCILLA,SI,2025/12/16 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",20,20,3,"1,4,12,2,11,13,3,14",N/A,"21,24,22,313,23,214","721,724,722, 7313,723,7214",NO,0,N/A,1220
-74.03776,4.77994799999999,139,1861,1134,AK 18 X AC 202,USAQUEN,sX,SENCILLA,SI,2025/12/16 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"1,2",N/A,22,722,NO,0,N/A,1220
-74.037531,4.78263099999998,140,1862,1135,AK 18 X AC 205,USAQUEN,sX,SENCILLA,SI,2025/12/16 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,3,"1,2,3,4",N/A,"21,22,23,24","721,722,723,724",NO,0,N/A,1220
-74.036952,4.78390000000002,141,1863,1136,AK 18 X AC 207,USAQUEN,sX,SENCILLA,SI,2025/12/16 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"1,2",N/A,21,721,NO,0,N/A,1220
-74.04816024,4.66592482599998,142,84,1137,KR 8 X AC 85,CHAPINERO,C900,SENCILLA,SI,2006/10/19 00:00:00+00,PMT,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,3,4",N/A,"22,23,34",N/A,NO,0,"Conteo, Brechas, Fases por demanda",1901
-74.04972822,4.66420052500001,143,99,1138,KR 8 X AC 82,CHAPINERO,C900,SENCILLA,SI,2006/10/19 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"1,2,3,4",N/A,"21,22,23,34",N/A,NO,0,Cola - Siguiente Intersección,1908
-74.04696776,4.668307556,144,76,1139,KR 8 X CL 87,CHAPINERO,C900,DOBLE,SI,2003/01/15 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,14,4,"1,3,4A,12",N/A,"21,24A,212",N/A,NO,0,N/A,1901
-74.0476157,4.66701038100001,145,80,1139,KR 8 X CL 86,CHAPINERO,NO,DOBLE,NO,2003/01/15 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,14,3,"2,3A,4,11",N/A,"22,24,211",N/A,NO,0,N/A,1901
-74.04859543,4.66754554699997,146,1366,1140,KR 9 X CL 86,CHAPINERO,C900,SENCILLA,SI,2015/11/25 00:00:00+00,PMT,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,3,"1,2,3,4",N/A,"21,22,23,24,33,34",N/A,NO,0,N/A,1901
-74.06900402,4.66658563999999,147,1348,1141,KR 28 X CL 74,BARRIOS UNIDOS,NO,DOBLE,NO,2015/08/27 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",11,21,3,"2,7,13",N/A,"22,32,213,313","722, 732, 7213",42,0,"Conteo, Brechas, Activación de sonoro",1914
-74.06952567,4.66694720599997,148,1349,1141,KR 28A X CL 74,BARRIOS UNIDOS,C900,DOBLE,SI,2015/08/27 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,21,4,"1,3,93",N/A,"21,23,31","721, 723, 731",41,0,"Conteo, Brechas, Activación de sonoro",1914
-74.06740253,4.66842274999999,149,315,1142,KR 28 X CL 76,BARRIOS UNIDOS,C900,SENCILLA,SI,2003/12/11 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,7,3,"2,4",N/A,"22,24,32",N/A,"43, 44",0,N/A,1914
-74.06285948,4.673443728,150,237,1143,AK 24 X CL 85A,BARRIOS UNIDOS,C900,SENCILLA,SI,1995/02/06 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,2,3,4",N/A,"22,24,31",N/A,NO,0,N/A,1914
-74.0625113,4.6754962,151,226,1144,AK 24 X CL 87,BARRIOS UNIDOS,C900,SENCILLA,SI,1993/07/07 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,2,"1,2,4",N/A,"21,24,32",N/A,"41, 42",0,N/A,1914
-74.06602097,4.66476825199999,152,285,1145,AK 24 X AC 74,BARRIOS UNIDOS,C900,DOBLE,SI,1990/04/09 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,12,2,"1A,2,3",N/A,"21A,22,23,33",N/A,NO,0,"Conteo, Brechas",1914
-74.065375,4.66431499999999,153,1823,1145,KR 23 X AC 74,BARRIOS UNIDOS,NO,DOBLE,NO,2024/05/14 00:00:00+00,PMT,R-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",5,12,2,"1,13",N/A,"21,213,31",N/A,NO,0,N/A,1914
-74.06636786,4.669629966,154,1477,1146,KR 28 X CL 78,BARRIOS UNIDOS,C900,SENCILLA,SI,2016/08/11 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"2,3",N/A,"22,23,32,33",N/A,NO,0,N/A,1914
-74.06511958,4.67112266399999,155,269,1147,KR 28 X AC 80,BARRIOS UNIDOS,C900,SENCILLA,SI,2003/12/11 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,2,"2,3A,4A,792","3B,4B","22, 24,32,33","724, 733",NO,0,"Conteo, Brechas",1914
-74.06340031,4.66901425700001,156,242,1148,AK 24 X AC 80,BARRIOS UNIDOS,C900,SENCILLA,SI,1997/09/04 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",29,29,3,"1,2,3A,4A,91,92,93,94","3B,4B","21,22,24A,24B,31,32,33A,33B,291,292","721, 723, 732, 734, 7291","41, 42",0,"Brechas, Activación de sonoro",1914
-74.0671208,4.66302125599998,157,308,1149,AK 24 X AC 72,BARRIOS UNIDOS,C900,DOBLE,SI,1987/06/14 00:00:00+00,NORMAL,R-TF,DEFINITIVA,"VEHICULAR, PEATONAL",16,25,3,"1A,2,3,3A,5,6,14,14A",N/A,"21A,22,23,214,31A,32,33,314A",N/A,NO,0,"Conteo, Brechas",1914
-74.066482,4.66256099999998,158,1432,1149,KR 23 X AC 72,BARRIOS UNIDOS,NO,DOBLE,NO,2024/05/14 00:00:00+00,PMT,R-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL, CICLISTA",9,25,2,"1,4,13,13A",N/A,"21,213,31,34",N/A,44,0,N/A,1914
-74.06963021,4.65902671200001,159,359,1150,AK 24 X AC 68,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,1986/01/03 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,4,8,91",N/A,"21,22,24,31,32,34",N/A,44,0,"Conteo, Brechas, Fases por demanda",1906
-74.05340524,4.66500697399999,160,134,1115,AK 11 X CL 81,CHAPINERO,NO,DOBLE,NO,1994/11/07 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,17,3,"1,4,91",N/A,"21,24,34",N/A,41.42,0,"Conteo, Brechas",1910
-74.05389688,4.66429091399999,161,1361,1115,AK 11 X CL 80,CHAPINERO,ACTROS,DOBLE,SI,2016/01/22 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,17,3,"3,5,11",N/A,"23,33,211","723, 733, 7211",NO,0,"Conteo, Brechas, Cola - Siguiente Intersección, Activación de sonoro",1910
-74.0508376,4.66877866800002,162,109,1116,AK 11 X CL 86,CHAPINERO,ACTROS,SENCILLA,SI,2006/09/22 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",11,11,3,"1,1A,2,3,4",N/A,"21,21A,23,24,33,34",N/A,NO,0,"Conteo, Brechas, Fases por demanda peatonal",1910
-74.05300747,4.66770772799998,163,131,1117,KR 12 X AC 82,CHAPINERO,C900,SENCILLA,SI,2006/10/13 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"2,3,4",N/A,"22,24,32,33",N/A,NO,0,N/A,1915
-74.05294809,4.66569054399997,164,128,1118,AK 11 X CL 82,CHAPINERO,ACTROS,SENCILLA,SI,1994/11/07 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,3,"1,1A,3",N/A,"21,21A,23",N/A,41.42,0,"Conteo, Brechas",1910
-74.05147255,4.66784859699999,165,113,1119,AK 11 X AC 85,CHAPINERO,ACTROS,DOBLE,SI,1998/03/04 00:00:00+00,PMT,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",11,19,3,"1,1A,3,4A",N/A,"21,23,24A",N/A,"41,43,44A,412",0,"Conteo, Brechas, Cola - Siguiente Intersección",1910
-74.05218257,4.666830248,166,117,1119,AK 11 X AC 82,CHAPINERO,NO,DOBLE,NO,1998/03/04 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,19,3,"2,3A,4,11,11A",N/A,"23A,24,211",N/A,NO,0,"Conteo, Brechas, Fases por demanda peatonal",1910
-74.05527354,4.67005958499999,167,150,1120,AK 15 X AC 85,CHAPINERO,C900,DOBLE,SI,1998/01/29 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,16,3,"3,4,7,12,612",N/A,"23,24,34,212,312",N/A,"43,44",0,"Conteo, Brechas, Cola - Siguiente Intersección",1912
-74.087909,4.713909,168,1940,1185,KR 87A X CL 127A,SUBA,C900,SENCILLA,SI,2025/11/11 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,3,4",N/A,"21,22,23,24","721,722,723,724",NO,0,N/A,1138
-74.044838,4.77959399999997,169,1946,1188,KR 47 X CL 201,SUBA,sX,SENCILLA,SI,2025/12/18 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,0,,N/A,,,NO,0,N/A,1140
-74.047295,4.779788,170,1947,1189,KR 49 X CL 201,SUBA,sX,SENCILLA,SI,2025/12/18 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,0,,N/A,,,NO,0,N/A,1140
-74.049591,4.77996899999999,171,1948,1190,KR 57A X CL 201,SUBA,sX,SENCILLA,SI,2025/12/18 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,0,,N/A,,,NO,0,N/A,1140
-74.052241,4.780102,172,1949,1198,KR 67 X CL 201,SUBA,sX,SENCILLA,SI,2025/12/19 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,0,,N/A,,,NO,0,N/A,1140
